site,datetime,date,month,season,hs,hmax,tz,tp,dir,sst,month_num
Gold Coast,2025-03-17T09:30:00Z,2025-03-17,Mar,Autumn,1.605,2.951,4.448,6.897,128.47,26.36,3
Gold Coast,2025-03-17T10:00:00Z,2025-03-17,Mar,Autumn,1.602,2.52,4.68,7.407,132.08,26.36,3
Gold Coast,2025-03-17T10:30:00Z,2025-03-17,Mar,Autumn,1.582,2.679,4.821,7.692,138.76,26.36,3
Gold Coast,2025-03-17T11:00:00Z,2025-03-17,Mar,Autumn,1.526,2.599,4.553,7.407,131.02,26.36,3
Gold Coast,2025-03-17T11:30:00Z,2025-03-17,Mar,Autumn,1.461,2.484,4.535,7.692,128.65,26.36,3
Gold Coast,2025-03-17T12:00:00Z,2025-03-17,Mar,Autumn,1.467,2.663,4.622,6.897,129.18,26.36,3
Gold Coast,2025-03-17T12:30:00Z,2025-03-17,Mar,Autumn,1.57,2.546,4.759,7.407,127.95,26.36,3
Gold Coast,2025-03-17T13:00:00Z,2025-03-17,Mar,Autumn,1.479,2.494,4.883,7.692,120.74,26.32,3
Gold Coast,2025-03-17T13:30:00Z,2025-03-17,Mar,Autumn,1.559,3.318,4.817,7.692,115.02,26.13,3
Gold Coast,2025-03-17T14:00:00Z,2025-03-18,Mar,Autumn,1.457,2.19,4.764,8.333,120.47,26.13,3
Gold Coast,2025-03-17T14:30:00Z,2025-03-18,Mar,Autumn,1.474,2.725,4.912,9.091,128.56,26.13,3
Gold Coast,2025-03-17T15:00:00Z,2025-03-18,Mar,Autumn,1.427,2.523,4.883,7.692,116.78,26.13,3
Gold Coast,2025-03-17T15:30:00Z,2025-03-18,Mar,Autumn,1.47,2.514,4.681,7.692,132.43,26.13,3
Gold Coast,2025-03-17T16:00:00Z,2025-03-18,Mar,Autumn,1.554,2.491,5.341,8,122.85,26.13,3
Gold Coast,2025-03-17T16:30:00Z,2025-03-18,Mar,Autumn,1.461,2.421,5.205,8.333,123.73,26.03,3
Gold Coast,2025-03-17T17:00:00Z,2025-03-18,Mar,Autumn,1.441,2.17,4.927,8,119.15,25.99,3
Gold Coast,2025-03-17T17:30:00Z,2025-03-18,Mar,Autumn,1.459,2.462,4.917,6.897,123.99,26.03,3
Gold Coast,2025-03-17T18:00:00Z,2025-03-18,Mar,Autumn,1.397,2.644,4.957,8,121.7,26.03,3
Gold Coast,2025-03-17T18:30:00Z,2025-03-18,Mar,Autumn,1.345,2.18,4.663,8,110.98,25.99,3
Gold Coast,2025-03-17T19:00:00Z,2025-03-18,Mar,Autumn,1.327,1.991,4.858,7.143,114.23,26.03,3
Gold Coast,2025-03-17T19:30:00Z,2025-03-18,Mar,Autumn,1.38,2.438,4.894,6.897,118.45,25.99,3
Gold Coast,2025-03-17T20:00:00Z,2025-03-18,Mar,Autumn,1.326,2.14,4.65,8,121.35,25.99,3
Gold Coast,2025-03-17T20:30:00Z,2025-03-18,Mar,Autumn,1.367,2.269,4.899,13.333,124.69,25.99,3
Gold Coast,2025-03-17T21:00:00Z,2025-03-18,Mar,Autumn,1.32,2.311,4.917,6.897,110.72,25.99,3
Gold Coast,2025-03-17T21:30:00Z,2025-03-18,Mar,Autumn,1.345,2.045,4.956,12.5,117.66,25.99,3
Gold Coast,2025-03-17T22:00:00Z,2025-03-18,Mar,Autumn,1.343,2.305,4.704,7.143,122.67,25.99,3
Gold Coast,2025-03-17T22:30:00Z,2025-03-18,Mar,Autumn,1.3,2.182,4.92,7.407,126.89,25.99,3
Gold Coast,2025-03-17T23:00:00Z,2025-03-18,Mar,Autumn,1.401,2.283,4.87,6.667,116.87,25.99,3
Gold Coast,2025-03-17T23:30:00Z,2025-03-18,Mar,Autumn,1.366,2.646,4.628,12.5,129.35,26.03,3
Gold Coast,2025-03-18T00:00:00Z,2025-03-18,Mar,Autumn,1.314,2.099,4.666,7.143,131.46,26.03,3
Gold Coast,2025-03-18T00:30:00Z,2025-03-18,Mar,Autumn,1.378,2.446,5.045,6.667,109.48,26.08,3
Gold Coast,2025-03-18T01:00:00Z,2025-03-18,Mar,Autumn,1.344,2.441,4.913,7.143,113.09,26.13,3
Gold Coast,2025-03-18T01:30:00Z,2025-03-18,Mar,Autumn,1.274,2.243,4.537,7.407,102.63,26.13,3
Gold Coast,2025-03-18T02:00:00Z,2025-03-18,Mar,Autumn,1.328,2.3,4.509,12.5,129.88,26.13,3
Gold Coast,2025-03-18T02:30:00Z,2025-03-18,Mar,Autumn,1.362,2.15,4.632,7.407,104.03,26.13,3
Gold Coast,2025-03-18T03:00:00Z,2025-03-18,Mar,Autumn,1.29,2.275,4.556,11.765,126.54,26.13,3
Gold Coast,2025-03-18T03:30:00Z,2025-03-18,Mar,Autumn,1.352,2.551,4.572,7.143,111.59,26.13,3
Gold Coast,2025-03-18T04:00:00Z,2025-03-18,Mar,Autumn,1.304,2.194,4.469,11.765,127.24,26.13,3
Gold Coast,2025-03-18T04:30:00Z,2025-03-18,Mar,Autumn,1.343,2.243,4.438,11.765,106.32,26.13,3
Gold Coast,2025-03-18T05:00:00Z,2025-03-18,Mar,Autumn,1.323,2.106,4.612,11.765,121.88,26.13,3
Gold Coast,2025-03-18T05:30:00Z,2025-03-18,Mar,Autumn,1.297,2.381,4.488,8,105.35,26.13,3
Gold Coast,2025-03-18T06:00:00Z,2025-03-18,Mar,Autumn,1.365,2.068,4.571,8,108.25,26.13,3
Gold Coast,2025-03-18T06:30:00Z,2025-03-18,Mar,Autumn,1.342,2.336,4.414,7.143,100.52,26.08,3
Gold Coast,2025-03-18T07:00:00Z,2025-03-18,Mar,Autumn,1.333,2.334,4.249,6.897,102.72,26.08,3
Gold Coast,2025-03-18T07:30:00Z,2025-03-18,Mar,Autumn,1.291,2.431,4.394,6.667,108.34,26.08,3
Gold Coast,2025-03-18T08:00:00Z,2025-03-18,Mar,Autumn,1.268,2.535,4.262,7.143,111.51,26.03,3
Gold Coast,2025-03-18T08:30:00Z,2025-03-18,Mar,Autumn,1.286,2.183,4.36,6.897,102.63,26.03,3
Gold Coast,2025-03-18T09:00:00Z,2025-03-18,Mar,Autumn,1.294,2.452,4.298,6.897,104.74,26.03,3
Gold Coast,2025-03-18T09:30:00Z,2025-03-18,Mar,Autumn,1.355,2.319,4.411,6.897,98.32,26.03,3
Gold Coast,2025-03-18T10:00:00Z,2025-03-18,Mar,Autumn,1.205,1.938,4.439,6.897,102.8,25.99,3
Gold Coast,2025-03-18T10:30:00Z,2025-03-18,Mar,Autumn,1.193,2.277,4.581,7.407,108.87,25.99,3
Gold Coast,2025-03-18T11:00:00Z,2025-03-18,Mar,Autumn,1.297,2.176,4.499,7.407,104.3,25.99,3
Gold Coast,2025-03-18T11:30:00Z,2025-03-18,Mar,Autumn,1.35,2.526,4.577,7.692,104.3,25.99,3
Gold Coast,2025-03-18T12:00:00Z,2025-03-18,Mar,Autumn,1.352,2.347,4.445,6.452,112.03,25.99,3
Gold Coast,2025-03-18T12:30:00Z,2025-03-18,Mar,Autumn,1.435,2.626,4.398,6.897,114.67,25.94,3
Gold Coast,2025-03-18T13:00:00Z,2025-03-18,Mar,Autumn,1.413,2.252,4.579,5.714,111.33,25.94,3
Gold Coast,2025-03-18T13:30:00Z,2025-03-18,Mar,Autumn,1.244,2.213,4.346,6.452,109.48,25.99,3
Gold Coast,2025-03-18T14:00:00Z,2025-03-19,Mar,Autumn,1.304,2.151,4.555,7.143,104.56,25.94,3
Gold Coast,2025-03-18T14:30:00Z,2025-03-19,Mar,Autumn,1.283,2.18,4.61,7.407,113.88,25.94,3
Gold Coast,2025-03-18T15:00:00Z,2025-03-19,Mar,Autumn,1.256,2.152,4.49,6.897,102.1,25.94,3
Gold Coast,2025-03-18T15:30:00Z,2025-03-19,Mar,Autumn,1.275,2.421,4.767,6.452,108.52,25.94,3
Gold Coast,2025-03-18T16:00:00Z,2025-03-19,Mar,Autumn,1.276,2.194,4.664,6.897,104.3,25.94,3
Gold Coast,2025-03-18T16:30:00Z,2025-03-19,Mar,Autumn,1.23,2.014,4.564,6.25,111.77,25.84,3
Gold Coast,2025-03-18T17:00:00Z,2025-03-19,Mar,Autumn,1.18,2.052,4.841,6.667,104.03,25.84,3
Gold Coast,2025-03-18T17:30:00Z,2025-03-19,Mar,Autumn,1.296,2.212,4.702,6.897,106.85,25.84,3
Gold Coast,2025-03-18T18:00:00Z,2025-03-19,Mar,Autumn,1.192,2.344,4.599,6.452,102.98,25.84,3
Gold Coast,2025-03-18T18:30:00Z,2025-03-19,Mar,Autumn,1.089,1.79,4.492,6.897,119.24,25.84,3
Gold Coast,2025-03-18T19:00:00Z,2025-03-19,Mar,Autumn,1.187,1.975,4.546,5.714,115.02,25.84,3
Gold Coast,2025-03-18T19:30:00Z,2025-03-19,Mar,Autumn,1.214,2.009,4.556,6.452,104.65,25.84,3
Gold Coast,2025-03-18T20:00:00Z,2025-03-19,Mar,Autumn,1.185,1.869,4.307,6.897,113.35,25.8,3
Gold Coast,2025-03-18T20:30:00Z,2025-03-19,Mar,Autumn,1.298,2.306,4.463,6.25,105.62,25.84,3
Gold Coast,2025-03-18T21:00:00Z,2025-03-19,Mar,Autumn,1.276,2.085,4.394,6.25,104.74,25.84,3
Gold Coast,2025-03-18T21:30:00Z,2025-03-19,Mar,Autumn,1.277,2.127,4.398,6.452,99.37,25.94,3
Gold Coast,2025-03-18T22:00:00Z,2025-03-19,Mar,Autumn,1.21,2.035,4.31,6.667,112.91,25.94,3
Gold Coast,2025-03-18T22:30:00Z,2025-03-19,Mar,Autumn,1.347,2.279,4.435,6.25,98.06,25.99,3
Gold Coast,2025-03-18T23:00:00Z,2025-03-19,Mar,Autumn,1.268,2.309,4.334,5.882,102.8,25.94,3
Gold Coast,2025-03-18T23:30:00Z,2025-03-19,Mar,Autumn,1.264,1.99,4.049,5.882,111.51,25.94,3
Gold Coast,2025-03-19T00:00:00Z,2025-03-19,Mar,Autumn,1.201,2.274,4.146,6.897,103.15,25.94,3
Gold Coast,2025-03-19T00:30:00Z,2025-03-19,Mar,Autumn,1.215,2.143,4.306,6.667,99.11,25.94,3
Gold Coast,2025-03-19T01:00:00Z,2025-03-19,Mar,Autumn,1.21,2.04,4.197,6.25,102.01,25.94,3
Gold Coast,2025-03-19T01:30:00Z,2025-03-19,Mar,Autumn,1.2,1.848,4.216,10.526,93.13,25.99,3
Gold Coast,2025-03-19T02:00:00Z,2025-03-19,Mar,Autumn,1.202,2.016,4.148,6.667,98.23,25.99,3
Gold Coast,2025-03-19T02:30:00Z,2025-03-19,Mar,Autumn,1.273,2.164,4.638,5.714,92.25,25.99,3
Gold Coast,2025-03-19T03:00:00Z,2025-03-19,Mar,Autumn,1.243,2.193,4.228,5.556,104.12,25.99,3
Gold Coast,2025-03-19T03:30:00Z,2025-03-19,Mar,Autumn,1.213,1.973,4.546,6.667,100.96,26.08,3
Gold Coast,2025-03-19T04:00:00Z,2025-03-19,Mar,Autumn,1.092,1.746,4.133,6.667,96.12,26.08,3
Gold Coast,2025-03-19T04:30:00Z,2025-03-19,Mar,Autumn,1.204,2.127,4.463,6.452,93.75,26.08,3
Gold Coast,2025-03-19T05:00:00Z,2025-03-19,Mar,Autumn,1.197,1.813,4.44,6.25,89.97,26.08,3
Gold Coast,2025-03-19T05:30:00Z,2025-03-19,Mar,Autumn,1.168,2.078,4.488,6.667,92.17,26.08,3
Gold Coast,2025-03-19T06:00:00Z,2025-03-19,Mar,Autumn,1.162,1.985,4.331,6.25,96.03,26.08,3
Gold Coast,2025-03-19T06:30:00Z,2025-03-19,Mar,Autumn,1.179,1.926,4.319,6.667,90.23,26.08,3
Gold Coast,2025-03-19T07:00:00Z,2025-03-19,Mar,Autumn,1.206,2.701,4.557,6.897,96.21,26.03,3
Gold Coast,2025-03-19T07:30:00Z,2025-03-19,Mar,Autumn,1.192,1.883,4.521,6.897,100.52,26.08,3
Gold Coast,2025-03-19T08:00:00Z,2025-03-19,Mar,Autumn,1.132,1.967,4.509,7.692,102.63,26.03,3
Gold Coast,2025-03-19T08:30:00Z,2025-03-19,Mar,Autumn,1.134,1.817,4.392,6.667,98.14,26.03,3
Gold Coast,2025-03-19T09:00:00Z,2025-03-19,Mar,Autumn,1.129,1.852,4.564,6.667,100.34,25.99,3
Gold Coast,2025-03-19T09:30:00Z,2025-03-19,Mar,Autumn,0.981,1.787,4.277,7.692,99.73,25.99,3
Gold Coast,2025-03-19T10:00:00Z,2025-03-19,Mar,Autumn,1.096,2.066,4.477,7.407,102.36,25.99,3
Gold Coast,2025-03-19T10:30:00Z,2025-03-19,Mar,Autumn,1.094,1.736,4.754,7.143,101.4,25.99,3
Gold Coast,2025-03-19T11:00:00Z,2025-03-19,Mar,Autumn,1.012,1.687,4.535,7.407,101.4,25.99,3
Gold Coast,2025-03-19T11:30:00Z,2025-03-19,Mar,Autumn,1.054,1.941,4.646,7.143,93.57,25.94,3
Gold Coast,2025-03-19T12:00:00Z,2025-03-19,Mar,Autumn,NA,NA,NA,NA,104.3,25.94,3
Gold Coast,2025-03-19T12:30:00Z,2025-03-19,Mar,Autumn,NA,NA,NA,NA,105.09,25.99,3
Gold Coast,2025-03-19T13:00:00Z,2025-03-19,Mar,Autumn,1.069,1.965,4.656,6.452,101.13,25.94,3
Gold Coast,2025-03-19T13:30:00Z,2025-03-19,Mar,Autumn,1.06,1.918,4.855,6.667,101.04,25.94,3
Gold Coast,2025-03-19T14:00:00Z,2025-03-20,Mar,Autumn,1.071,1.953,4.96,8,97.53,25.94,3
Gold Coast,2025-03-19T14:30:00Z,2025-03-20,Mar,Autumn,1.161,1.965,4.829,8.333,101.13,25.89,3
Gold Coast,2025-03-19T15:00:00Z,2025-03-20,Mar,Autumn,1.188,2.214,5.027,7.143,93.75,25.89,3
Gold Coast,2025-03-19T15:30:00Z,2025-03-20,Mar,Autumn,1.378,2.348,5.134,6.667,94.72,25.89,3
Gold Coast,2025-03-19T16:00:00Z,2025-03-20,Mar,Autumn,1.355,2.459,5.465,7.407,86.72,25.84,3
Gold Coast,2025-03-19T16:30:00Z,2025-03-20,Mar,Autumn,1.281,2.33,5.061,6.897,87.33,25.84,3
Gold Coast,2025-03-19T17:00:00Z,2025-03-20,Mar,Autumn,1.374,2.528,4.913,8,88.03,25.84,3
Gold Coast,2025-03-19T17:30:00Z,2025-03-20,Mar,Autumn,1.359,2.464,5.054,7.692,97.79,25.89,3
Gold Coast,2025-03-19T18:00:00Z,2025-03-20,Mar,Autumn,1.409,2.191,5.232,8.333,85.84,25.84,3
Gold Coast,2025-03-19T18:30:00Z,2025-03-20,Mar,Autumn,1.422,2.396,5.214,6.897,97.79,25.84,3
Gold Coast,2025-03-19T19:00:00Z,2025-03-20,Mar,Autumn,1.435,2.43,5.313,6.897,89.79,25.84,3
Gold Coast,2025-03-19T19:30:00Z,2025-03-20,Mar,Autumn,1.467,3.058,5.199,7.143,92.52,25.84,3
Gold Coast,2025-03-19T20:00:00Z,2025-03-20,Mar,Autumn,1.519,2.799,5.156,7.143,96.12,25.84,3
Gold Coast,2025-03-19T20:30:00Z,2025-03-20,Mar,Autumn,1.566,2.585,5.158,7.692,97.26,25.75,3
Gold Coast,2025-03-19T21:00:00Z,2025-03-20,Mar,Autumn,1.498,2.649,5.046,8.696,98.93,25.7,3
Gold Coast,2025-03-19T21:30:00Z,2025-03-20,Mar,Autumn,1.552,2.859,5.282,8,93.75,25.61,3
Gold Coast,2025-03-19T22:00:00Z,2025-03-20,Mar,Autumn,1.477,2.942,4.829,7.407,95.42,25.7,3
Gold Coast,2025-03-19T22:30:00Z,2025-03-20,Mar,Autumn,1.604,2.459,4.839,8,101.57,25.7,3
Gold Coast,2025-03-19T23:00:00Z,2025-03-20,Mar,Autumn,1.577,2.62,4.86,7.407,94.1,25.75,3
Gold Coast,2025-03-19T23:30:00Z,2025-03-20,Mar,Autumn,1.61,2.698,5.103,7.407,99.55,25.7,3
Gold Coast,2025-03-20T00:00:00Z,2025-03-20,Mar,Autumn,1.497,2.8,4.88,8,99.37,25.75,3
Gold Coast,2025-03-20T00:30:00Z,2025-03-20,Mar,Autumn,1.55,2.789,5.021,7.692,97.88,25.75,3
Gold Coast,2025-03-20T01:00:00Z,2025-03-20,Mar,Autumn,1.523,2.639,4.964,7.143,97,25.84,3
Gold Coast,2025-03-20T01:30:00Z,2025-03-20,Mar,Autumn,1.46,2.544,4.87,7.143,99.73,25.84,3
Gold Coast,2025-03-20T02:00:00Z,2025-03-20,Mar,Autumn,1.495,2.247,4.87,6.897,87.33,25.84,3
Gold Coast,2025-03-20T02:30:00Z,2025-03-20,Mar,Autumn,1.463,2.13,5.045,8.333,94.98,25.94,3
Gold Coast,2025-03-20T03:00:00Z,2025-03-20,Mar,Autumn,1.469,2.316,5.273,8,89.79,25.99,3
Gold Coast,2025-03-20T03:30:00Z,2025-03-20,Mar,Autumn,1.467,2.97,5.211,8,93.22,26.03,3
Gold Coast,2025-03-20T04:00:00Z,2025-03-20,Mar,Autumn,1.394,2.38,5.088,8.696,98.23,26.08,3
Gold Coast,2025-03-20T04:30:00Z,2025-03-20,Mar,Autumn,1.393,2.095,5.123,8,92.78,26.08,3
Gold Coast,2025-03-20T05:00:00Z,2025-03-20,Mar,Autumn,1.383,2.478,4.703,7.692,87.51,26.13,3
Gold Coast,2025-03-20T05:30:00Z,2025-03-20,Mar,Autumn,1.326,2.171,4.818,7.692,95.15,26.08,3
Gold Coast,2025-03-20T06:00:00Z,2025-03-20,Mar,Autumn,1.315,2.522,5.003,7.407,87.15,26.13,3
Gold Coast,2025-03-20T06:30:00Z,2025-03-20,Mar,Autumn,1.243,1.931,4.882,8,91.29,26.13,3
Gold Coast,2025-03-20T07:00:00Z,2025-03-20,Mar,Autumn,1.239,1.977,4.979,6.452,90.67,26.13,3
Gold Coast,2025-03-20T07:30:00Z,2025-03-20,Mar,Autumn,1.25,2.261,4.869,8,92.61,26.13,3
Gold Coast,2025-03-20T08:00:00Z,2025-03-20,Mar,Autumn,1.183,2.094,4.689,8.333,98.76,26.08,3
Gold Coast,2025-03-20T08:30:00Z,2025-03-20,Mar,Autumn,1.153,2.128,4.674,7.407,98.85,26.08,3
Gold Coast,2025-03-20T09:00:00Z,2025-03-20,Mar,Autumn,1.289,2.364,4.835,7.407,98.67,26.03,3
Gold Coast,2025-03-20T09:30:00Z,2025-03-20,Mar,Autumn,1.261,2.35,5.039,8,91.55,26.03,3
Gold Coast,2025-03-20T10:00:00Z,2025-03-20,Mar,Autumn,1.244,2.208,4.9,7.692,92.52,25.99,3
Gold Coast,2025-03-20T10:30:00Z,2025-03-20,Mar,Autumn,1.194,1.714,4.898,8,91.73,26.03,3
Gold Coast,2025-03-20T11:00:00Z,2025-03-20,Mar,Autumn,1.222,2.017,4.981,8,91.29,25.99,3
Gold Coast,2025-03-20T11:30:00Z,2025-03-20,Mar,Autumn,1.184,1.795,4.824,7.692,94.8,25.94,3
Gold Coast,2025-03-20T12:00:00Z,2025-03-20,Mar,Autumn,NA,NA,NA,NA,88.74,25.94,3
Gold Coast,2025-03-20T12:30:00Z,2025-03-20,Mar,Autumn,NA,NA,NA,NA,92.34,25.89,3
Gold Coast,2025-03-20T13:00:00Z,2025-03-20,Mar,Autumn,1.207,1.936,4.907,8.333,94.28,25.84,3
Gold Coast,2025-03-20T13:30:00Z,2025-03-20,Mar,Autumn,1.199,2.028,4.987,8.333,91.99,25.84,3
Gold Coast,2025-03-20T14:00:00Z,2025-03-21,Mar,Autumn,1.216,2.087,4.998,8.333,95.95,25.8,3
Gold Coast,2025-03-20T14:30:00Z,2025-03-21,Mar,Autumn,1.221,1.987,4.993,8,88.3,25.8,3
Gold Coast,2025-03-20T15:00:00Z,2025-03-21,Mar,Autumn,1.242,2.188,5.094,8.696,95.59,25.75,3
Gold Coast,2025-03-20T15:30:00Z,2025-03-21,Mar,Autumn,1.296,2.239,5.423,14.286,91.73,25.7,3
Gold Coast,2025-03-20T16:00:00Z,2025-03-21,Mar,Autumn,1.216,2.177,5.283,8.333,101.75,25.7,3
Gold Coast,2025-03-20T16:30:00Z,2025-03-21,Mar,Autumn,1.359,2.222,5.819,8.333,95.33,25.7,3
Gold Coast,2025-03-20T17:00:00Z,2025-03-21,Mar,Autumn,1.355,2.357,5.564,8.333,95.95,25.7,3
Gold Coast,2025-03-20T17:30:00Z,2025-03-21,Mar,Autumn,1.27,2.442,5.72,8.333,92.25,25.7,3
Gold Coast,2025-03-20T18:00:00Z,2025-03-21,Mar,Autumn,1.334,2.241,5.777,8,91.11,25.7,3
Gold Coast,2025-03-20T18:30:00Z,2025-03-21,Mar,Autumn,1.381,2.286,5.828,8,85.92,25.66,3
Gold Coast,2025-03-20T19:00:00Z,2025-03-21,Mar,Autumn,1.327,2.307,5.639,8.696,89,25.66,3
Gold Coast,2025-03-20T19:30:00Z,2025-03-21,Mar,Autumn,1.421,2.26,5.92,7.692,88.12,25.56,3
Gold Coast,2025-03-20T20:00:00Z,2025-03-21,Mar,Autumn,1.425,2.372,5.744,8.333,88.03,25.56,3
Gold Coast,2025-03-20T20:30:00Z,2025-03-21,Mar,Autumn,1.435,2.89,5.78,7.143,82.93,25.47,3
Gold Coast,2025-03-20T21:00:00Z,2025-03-21,Mar,Autumn,1.455,3.189,5.624,8.333,88.56,25.47,3
Gold Coast,2025-03-20T21:30:00Z,2025-03-21,Mar,Autumn,1.345,2.323,5.625,8,91.29,25.52,3
Gold Coast,2025-03-20T22:00:00Z,2025-03-21,Mar,Autumn,1.339,2.219,5.785,8,90.41,25.52,3
Gold Coast,2025-03-20T22:30:00Z,2025-03-21,Mar,Autumn,1.319,2.529,5.591,8,92.34,25.7,3
Gold Coast,2025-03-20T23:00:00Z,2025-03-21,Mar,Autumn,1.242,2.38,5.436,8.333,93.04,25.75,3
Gold Coast,2025-03-20T23:30:00Z,2025-03-21,Mar,Autumn,1.181,2.127,5.192,7.407,96.12,25.84,3
Gold Coast,2025-03-21T00:00:00Z,2025-03-21,Mar,Autumn,1.158,1.774,5.32,8.333,92.34,25.84,3
Gold Coast,2025-03-21T00:30:00Z,2025-03-21,Mar,Autumn,1.183,1.937,5.29,6.897,88.12,25.94,3
Gold Coast,2025-03-21T01:00:00Z,2025-03-21,Mar,Autumn,1.149,2.191,5.287,8.333,92.52,26.03,3
Gold Coast,2025-03-21T01:30:00Z,2025-03-21,Mar,Autumn,1.098,2.034,5.275,8.333,92.17,26.22,3
Gold Coast,2025-03-21T02:00:00Z,2025-03-21,Mar,Autumn,1.203,1.87,5.25,8,91.11,26.36,3
Gold Coast,2025-03-21T02:30:00Z,2025-03-21,Mar,Autumn,1.116,1.767,5.32,8,90.06,26.55,3
Gold Coast,2025-03-21T03:00:00Z,2025-03-21,Mar,Autumn,1.079,2.392,5.26,8.333,91.9,26.6,3
Gold Coast,2025-03-21T03:30:00Z,2025-03-21,Mar,Autumn,1.071,1.83,5.416,8,87.95,26.46,3
Gold Coast,2025-03-21T04:00:00Z,2025-03-21,Mar,Autumn,1.056,1.825,5.214,8,85.04,26.51,3
Gold Coast,2025-03-21T04:30:00Z,2025-03-21,Mar,Autumn,0.979,1.794,5.157,8,91.55,26.51,3
Gold Coast,2025-03-21T05:00:00Z,2025-03-21,Mar,Autumn,1.042,1.933,5.27,8.696,96.39,26.51,3
Gold Coast,2025-03-21T05:30:00Z,2025-03-21,Mar,Autumn,0.991,1.715,5.144,7.407,93.4,26.51,3
Gold Coast,2025-03-21T06:00:00Z,2025-03-21,Mar,Autumn,1.007,1.58,5.124,8.696,96.47,26.65,3
Gold Coast,2025-03-21T06:30:00Z,2025-03-21,Mar,Autumn,1.048,1.729,5.456,8,88.83,26.6,3
Gold Coast,2025-03-21T07:00:00Z,2025-03-21,Mar,Autumn,0.977,1.737,5.316,7.692,94.72,26.55,3
Gold Coast,2025-03-21T07:30:00Z,2025-03-21,Mar,Autumn,0.899,1.583,5.313,8,92.52,26.51,3
Gold Coast,2025-03-21T08:00:00Z,2025-03-21,Mar,Autumn,0.942,1.629,5.599,7.692,93.75,26.51,3
Gold Coast,2025-03-21T08:30:00Z,2025-03-21,Mar,Autumn,0.937,1.589,5.63,7.407,95.59,26.46,3
Gold Coast,2025-03-21T09:00:00Z,2025-03-21,Mar,Autumn,0.986,1.781,5.512,7.407,94.8,26.46,3
Gold Coast,2025-03-21T09:30:00Z,2025-03-21,Mar,Autumn,0.882,1.337,5.338,7.692,85.57,26.41,3
Gold Coast,2025-03-21T10:00:00Z,2025-03-21,Mar,Autumn,0.956,1.697,5.573,8,90.58,26.36,3
Gold Coast,2025-03-21T10:30:00Z,2025-03-21,Mar,Autumn,0.908,1.548,5.637,8,90.85,26.36,3
Gold Coast,2025-03-21T11:00:00Z,2025-03-21,Mar,Autumn,0.929,1.738,5.39,8.333,85.84,26.32,3
Gold Coast,2025-03-21T11:30:00Z,2025-03-21,Mar,Autumn,0.946,1.532,5.742,7.692,88.21,26.36,3
Gold Coast,2025-03-21T12:00:00Z,2025-03-21,Mar,Autumn,NA,NA,NA,NA,92.52,26.32,3
Gold Coast,2025-03-21T12:30:00Z,2025-03-21,Mar,Autumn,NA,NA,NA,NA,91.2,26.32,3
Gold Coast,2025-03-21T13:00:00Z,2025-03-21,Mar,Autumn,0.918,1.71,6.024,7.692,92.17,26.22,3
Gold Coast,2025-03-21T13:30:00Z,2025-03-21,Mar,Autumn,0.866,1.365,5.719,8.333,90.5,26.22,3
Gold Coast,2025-03-21T14:00:00Z,2025-03-22,Mar,Autumn,0.932,1.564,5.992,8.333,91.99,26.22,3
Gold Coast,2025-03-21T14:30:00Z,2025-03-22,Mar,Autumn,0.946,1.715,5.808,8,92.96,26.13,3
Gold Coast,2025-03-21T15:00:00Z,2025-03-22,Mar,Autumn,0.9,1.498,5.974,7.692,87.95,26.13,3
Gold Coast,2025-03-21T15:30:00Z,2025-03-22,Mar,Autumn,0.902,1.511,6.132,8,85.31,26.08,3
Gold Coast,2025-03-21T16:00:00Z,2025-03-22,Mar,Autumn,0.943,1.748,6.091,7.692,79.95,25.99,3
Gold Coast,2025-03-21T16:30:00Z,2025-03-22,Mar,Autumn,0.834,1.453,5.971,7.407,91.11,25.8,3
Gold Coast,2025-03-21T17:00:00Z,2025-03-22,Mar,Autumn,0.844,1.333,6.193,7.692,89.62,25.75,3
Gold Coast,2025-03-21T17:30:00Z,2025-03-22,Mar,Autumn,0.791,1.37,6.126,8,81.44,25.94,3
Gold Coast,2025-03-21T18:00:00Z,2025-03-22,Mar,Autumn,0.817,1.585,6.415,7.692,91.37,25.84,3
Gold Coast,2025-03-21T18:30:00Z,2025-03-22,Mar,Autumn,0.861,1.4,6.306,7.692,90.23,25.84,3
Gold Coast,2025-03-21T19:00:00Z,2025-03-22,Mar,Autumn,0.82,1.366,6.195,7.143,87.07,25.84,3
Gold Coast,2025-03-21T19:30:00Z,2025-03-22,Mar,Autumn,0.799,1.451,5.996,7.692,90.5,25.89,3
Gold Coast,2025-03-21T20:00:00Z,2025-03-22,Mar,Autumn,0.808,1.505,5.812,7.407,90.85,25.89,3
Gold Coast,2025-03-21T20:30:00Z,2025-03-22,Mar,Autumn,0.837,1.251,5.963,7.407,87.24,25.84,3
Gold Coast,2025-03-21T21:00:00Z,2025-03-22,Mar,Autumn,0.788,1.319,6.109,7.407,84.25,25.8,3
Gold Coast,2025-03-21T21:30:00Z,2025-03-22,Mar,Autumn,0.784,1.382,5.926,7.407,82.32,25.75,3
Gold Coast,2025-03-21T22:00:00Z,2025-03-22,Mar,Autumn,0.703,1.103,5.819,6.897,89.88,25.84,3
Gold Coast,2025-03-21T22:30:00Z,2025-03-22,Mar,Autumn,0.744,1.359,5.437,7.407,85.13,25.84,3
